#MGI Accession ID	Chr	cM Position	genome coordinate start	genome coordinate end	strand	Marker Symbol	Status	Marker Name	Marker Type	Feature Type	Marker Synonyms (pipe-separated)
MGI:1915571	0610007P14Rik	RIKEN cDNA 0610007P14 gene	ORF11
MGI:2140940	Acacb	acetyl-Coenzyme A carboxylase beta	Acc2|Accb
MGI:1919235	Acad10	acyl-Coenzyme A dehydrogenase family, member 10	2410021P16Rik
MGI:2143169	Acad11	acyl-Coenzyme A dehydrogenase family, member 11	5730439E10Rik
MGI:2443320	Acad12	acyl-Coenzyme A dehydrogenase family, member 12	9330129D05Rik
MGI:1914198	Acad8	acyl-Coenzyme A dehydrogenase family, member 8	2310016C19Rik
MGI:1914272	Acad9	acyl-Coenzyme A dehydrogenase family, member 9	C630012L17Rik|2600017P15Rik|NPD002
MGI:87866	Acadl	acyl-Coenzyme A dehydrogenase, long-chain	C79855|LCAD
MGI:87867	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	MCAD
MGI:87868	Acads	acyl-Coenzyme A dehydrogenase, short chain	Bcd-1|Bcd1|Hdlq8|SCAD
MGI:1914135	Acadsb	acyl-Coenzyme A dehydrogenase, short/branched chain	1300003O09Rik
MGI:895149	Acadvl	acyl-Coenzyme A dehydrogenase, very long chain	VLCAD
MGI:99602	Acan	aggrecan	Cspg1|b2b183Clo|Agc1
MGI:2388270	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	Centb1
MGI:1925868	Acap2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	9530039J15Rik|Centb2
MGI:2153589	Acap3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	Centb5|Kiaa1716-hp
MGI:87870	Acat1	acetyl-Coenzyme A acetyltransferase 1	Acat|6330585C21Rik
MGI:87871	Acat2	acetyl-Coenzyme A acetyltransferase 2	Tcp1-rs1|Tcp-1x
MGI:109182	Acat3	acetyl-Coenzyme A acetyltransferase 3	ACTL
MGI:2181074	Acbd3	acyl-Coenzyme A binding domain containing 3	D1Ertd10e|Gocap1|8430407O11Rik|Pap7
MGI:1914381	Acbd4	acyl-Coenzyme A binding domain containing 4	2010015A21Rik|2010009P05Rik
MGI:1921409	Acbd5	acyl-Coenzyme A binding domain containing 5	1300014E15Rik
MGI:1919732	Acbd6	acyl-Coenzyme A binding domain containing 6	0610010G04Rik|2610100E10Rik
MGI:1925495	Acbd7	acyl-Coenzyme A binding domain containing 7	9230116B18Rik
MGI:1919717	Accs	1-aminocyclopropane-1-carboxylate synthase (non-functional)	2610203E10Rik
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	CD143
MGI:1917258	Ace2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	2010305L05Rik
MGI:3644400	Ace3	angiotensin I converting enzyme (peptidyl-dipeptidase A) 3	EG217246
MGI:2181962	Acer1	alkaline ceramidase 1	2310024P18Rik|Cer1|Asah3
MGI:1920932	Acer2	alkaline ceramidase 2	Asah3l|2410116I05Rik
MGI:1913440	Acer3	alkaline ceramidase 3	1110057L18Rik|5430429L08Rik|Phca
MGI:87875	Acf1	albumin conformation factor 1	Acf-1
MGI:1891824	Acin1	apoptotic chromatin condensation inducer 1	Acinus|2610036I19Rik|2610510L13Rik
MGI:87877	Ack	anti-Corynebacterium kutscheri	acm
MGI:1097689	Ackr1	atypical chemokine receptor 1 (Duffy blood group)	CCBP1|ESTM35|Darc|FY|Dfy|CD234
MGI:1891697	Ackr2	atypical chemokine receptor 2	Ccbp2|D6|chemokine decoy receptor D6
MGI:109562	Ackr3	atypical chemokine receptor 3	Cmkor1|Rdc1|Cxcr7
MGI:2181676	Ackr4	atypical chemokine receptor 4	CCBP2|A630091E18Rik|VSHK1|PPR1|CCR11|Ccrl1|CCX-CKR
MGI:3625039	Acla1	anticardiolipin antibody 1	Acla-1
MGI:3625040	Acla2	anticardiolipin antibody 2	Acla-2
MGI:103251	Acly	ATP citrate lyase	A730098H14Rik
MGI:2444345	Acnat2	acyl-coenzyme A amino acid N-acyltransferase 2	C730036D15Rik
MGI:87879	Aco1	aconitase 1	Irebp|Irp1|Aco-1
MGI:87880	Aco2	aconitase 2, mitochondrial	Aco-2|Aco3|D10Wsu183e
MGI:103206	Acod1	aconitate decarboxylase 1	Irg1
MGI:1349396	Acot1	acyl-CoA thioesterase 1	D12Ucla1|CTE-I|Cte1|ACH2|CTE-1
MGI:1928940	Acot10	acyl-CoA thioesterase 10	MT-ACT48|Acate3|p48
MGI:1913736	Acot11	acyl-CoA thioesterase 11	1110020M10Rik|Thea|BFIT1|2010309H15Rik|Them1
MGI:1921406	Acot12	acyl-CoA thioesterase 12	1300004O04Rik|Cach|4930449F15Rik
MGI:1914084	Acot13	acyl-CoA thioesterase 13	0610006O17Rik|Them2
MGI:2159605	Acot2	acyl-CoA thioesterase 2	Mte1|MTE-I
MGI:2159619	Acot3	acyl-CoA thioesterase 3	PTE-Ia|Pte2a
MGI:2159621	Acot4	acyl-CoA thioesterase 4	Pte2b|B430212I04Rik|PTE-Ib
MGI:2384969	Acot5	acyl-CoA thioesterase 5	PTE-Ic
MGI:1921287	Acot6	acyl-CoA thioesterase 6	4632408A20Rik
MGI:1917275	Acot7	acyl-CoA thioesterase 7	AU014716|Bach|2410041A17Rik
MGI:2158201	Acot8	acyl-CoA thioesterase 8	Pte1|PTE-2
MGI:1928939	Acot9	acyl-CoA thioesterase 9	p48|MT-ACT48|U8|Acate2|0610041P13Rik
MGI:1330812	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	Acyl-CoA oxidase|D130055E20Rik|AOX
MGI:1933156	Acox3	acyl-Coenzyme A oxidase 3, pristanoyl	EST-s59|pristanoyl-CoA oxidase|PCOX
MGI:1921371	Acoxl	acyl-Coenzyme A oxidase-like	1200014P05Rik
MGI:87881	Acp1	acid phosphatase 1, soluble	Acp-1|LMW-PTP|4632432E04Rik|Lmptp
MGI:87882	Acp2	acid phosphatase 2, lysosomal	LAP|Acp-2
MGI:87883	Acp5	acid phosphatase 5, tartrate resistant	TRACP|TRAP
MGI:1931010	Acp6	acid phosphatase 6, lysophosphatidic	ACPL1|mPACPL1|5730559A09Rik
MGI:2142121	Acp7	acid phosphatase 7, tartrate resistant	Papl|C330005M16Rik
MGI:1928480	Acpp	acid phosphatase, prostate	PAP|A030005E02Rik
MGI:3644563	Acpt	acid phosphatase, testicular	EG546967
MGI:87884	Acr	acrosin prepropeptide	preproacrosin
MGI:1859515	Acrbp	proacrosin binding protein	OY-TES-1|sp32
MGI:104590	Acrv1	acrosomal vesicle protein 1	Msa63|SP-10
MGI:2385656	Acsbg1	acyl-CoA synthetase bubblegum family member 1	E230019G03Rik|Lpd|BG1|Bgm
MGI:3587728	Acsbg2	acyl-CoA synthetase bubblegum family member 2	Bgr
MGI:102797	Acsl1	acyl-CoA synthetase long-chain family member 1	Acas1|Facl2
MGI:1921455	Acsl3	acyl-CoA synthetase long-chain family member 3	2610510B12Rik|C85929|Facl3
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	Lacs4|9430020A05Rik|Facl4|ACS4
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	1700030F05Rik|Facl5
MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	Facl6|A330035H04Rik|Lacsl
MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	Macs|Bucs1
MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	Sa|Sah
MGI:2681844	Acsm4	acyl-CoA synthetase medium-chain family member 4	O-MACS|OMACS
MGI:2444086	Acsm5	acyl-CoA synthetase medium-chain family member 5	C730027J19Rik
MGI:1915988	Acss1	acyl-CoA synthetase short-chain family member 1	Acas2l|AceCS2|1110032O15Rik|Acas2
MGI:1890410	Acss2	acyl-CoA synthetase short-chain family member 2	acetyl-CoA synthetase 1|AceCS1|Acs1|Acas2|Acas1|ACAS
MGI:1922195	Acss2os	acyl-CoA synthetase short-chain family member 2, opposite strand	4930471I20Rik
MGI:2685720	Acss3	acyl-CoA synthetase short-chain family member 3	LOC380660|8430416H19Rik
MGI:87897	Act1	actin related gene 1	Act-1
MGI:87898	Act2	actin related gene 2	Act-2
MGI:108060	Act3	actin related gene 3	Act-3
MGI:87900	Act6	actin related gene 6	Act-6
MGI:87902	Acta1	actin, alpha 1, skeletal muscle	Acts|Actsk-1
MGI:87903	Acta1-rs1	actin, alpha 1, skeletal muscle related sequence 1	Acta2-rs1
MGI:87909	Acta2	actin, alpha 2, smooth muscle, aorta	Actvs|alphaSMA|a-SMA|0610041G09Rik|SMalphaA
MGI:87904	Actb	actin, beta	E430023M04Rik|A-X actin-like protein|beta-actin|Actx
MGI:2444552	Actbl2	actin, beta-like 2	4732495G21Rik
MGI:87905	Actc1	actin, alpha, cardiac muscle 1	alphac-actin|Actc-1
MGI:87906	Actg1	actin, gamma, cytoplasmic 1	Actl|E51
MGI:104589	Actg2	actin, gamma 2, smooth muscle, enteric	Act4|ACTA3|Act-4|SMGA
MGI:1917612	Actl10	actin-like 10	1700007I08Rik
MGI:1914972	Actl11	actin-like 11	4921517D21Rik
MGI:1861453	Actl6a	actin-like 6A	Actl6|ARP4|Baf53a|2810432C06Rik
MGI:1933548	Actl6b	actin-like 6B	ArpNa|Baf53b|Actl6
MGI:1343051	Actl7a	actin-like 7a	t-actin 2|Tact2
MGI:1343053	Actl7b	actin-like 7b	Tact1|ENSMUSG00000070980|t-actin 1
MGI:1916731	Actl9	actin-like 9	1700029I08Rik
MGI:2137706	Actn1	actinin, alpha 1	3110023F10Rik
MGI:109192	Actn2	actinin alpha 2	1110008F24Rik
MGI:1891654	Actr10	ARP10 actin-related protein 10	Arp11
MGI:1917446	Actr1b	ARP1 actin-related protein 1B, centractin beta	2310066K23Rik|Arp1b
MGI:1913963	Actr2	ARP2 actin-related protein 2	4921510D23Rik|Arp2|D6Ertd746e
MGI:1921367	Actr3	ARP3 actin-related protein 3	1200003A09Rik|Arp3
MGI:2661120	Actr3b	ARP3 actin-related protein 3B	ARP11|Arp3b
MGI:1924748	Actr5	ARP5 actin-related protein 5	B430109J19Rik
MGI:1914269	Actr6	ARP6 actin-related protein 6	CDA12|ArpX|2010200J04Rik|Arp6
MGI:1860775	Actr8	ARP8 actin-related protein 8	ARP8|5730542K05Rik
MGI:2151936	Actre1	activity response to ethanol 1	actre1q
MGI:2151937	Actre2	activity response to ethanol 2	Actre2q
MGI:2151938	Actre3	activity response to ethanol 3	Actre3q
MGI:2151939	Actre4	activity response to ethanol 4	Actre4q
MGI:1920610	Actrt1	actin-related protein T1	Arp-T1|1700061J02Rik
MGI:1920603	Actrt2	actin-related protein T2	Arp-T2|Arpm2|1700052K15Rik
MGI:1923902	Actrt3	actin related protein T3	1700119I24Rik|Arpm1
MGI:2151087	Actvty1	activity 1	Act-1
MGI:2151089	Actvty2	activity 2	Act-2
MGI:87911	Acvr1	activin A receptor, type 1	Tsk7L|Acvr|Alk-2|SKR1|D330013D15Rik|ActR-I|Alk8|ALK2|Acvrlk2|ActRIA
MGI:1338944	Acvr1b	activin A receptor, type 1B	Alk4|Acvrlk4|ActRIB|SKR2|ActR-IB
MGI:2661081	Acvr1c	activin A receptor, type IC	ALK7|Alk-7
MGI:102806	Acvr2a	activin receptor IIA	Acvr2|ActRIIa|tActRII
MGI:87912	Acvr2b	activin receptor IIB	ActRIIB
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	Alk-1|Alk1|activin receptor-like kinase-1|Acvrlk1
MGI:87913	Acy1	aminoacylase 1	Acy-1|1110014J22Rik
MGI:1918920	Acy3	aspartoacylase (aminoacylase) 3	0610006H10Rik|AA3
MGI:1913454	Acyp1	acylphosphatase 1, erythrocyte (common) type	1110039O14Rik
MGI:1922822	Acyp2	acylphosphatase 2, muscle type	2310004B09Rik
MGI:1923023	Adad2	adenosine deaminase domain containing 2	4930403J07Rik
MGI:1923144	Adal	adenosine deaminase-like	4930578F03Rik
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	kuz|kuzbanian|1700031C13Rik
MGI:1098667	Adam11	a disintegrin and metallopeptidase domain 11	Mdc
MGI:105378	Adam12	a disintegrin and metallopeptidase domain 12 (meltrin alpha)	ADAM12|Mltna
MGI:1333882	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)	MDC15|metargidin
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	Tace|CD156b
MGI:105986	Adam18	a disintegrin and metallopeptidase domain 18	Dtgn3|Adam27
MGI:105377	Adam19	a disintegrin and metallopeptidase domain 19 (meltrin beta)	Mltnb
MGI:2429504	Adam1a	a disintegrin and metallopeptidase domain 1a	fertilin alpha|PH-30 alpha|Ftna
MGI:2429506	Adam1b	a disintegrin and metallopeptidase domain 1b	fertilin alpha|Ftna|PH-30 alpha
MGI:1340894	Adam2	a disintegrin and metallopeptidase domain 2	Ftnb|fertilin beta|Ph30-beta
MGI:2152342	Adam20	a disintegrin and metallopeptidase domain 20	4930529F22Rik
MGI:1861229	Adam21	a disintegrin and metallopeptidase domain 21	ADAM31
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	MDC2|2900022I03Rik
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	MDC3
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	Dtgn5
MGI:1345157	Adam25	a disintegrin and metallopeptidase domain 25 (testase 2)	testase 2
MGI:105985	Adam26a	a disintegrin and metallopeptidase domain 26A (testase 3)	Dtgn4|Adam26
MGI:105988	Adam28	a disintegrin and metallopeptidase domain 28	C130072N01Rik|Dtgn1|D430033C21Rik|MDC-L
MGI:102518	Adam3	a disintegrin and metallopeptidase domain 3 (cyritestin)	Cyrn1|tMDC|Taz83|ADAM3|Taz83
MGI:1918328	Adam30	a disintegrin and metallopeptidase domain 30	4933424D07Rik
MGI:2181992	Adam34	a disintegrin and metallopeptidase domain 34	testase 4
MGI:3045694	Adam39	a disintegrin and metallopeptidase domain 39	testase 9|1700056P18Rik
MGI:104731	Adam4	a disintegrin and metallopeptidase domain 4	tMDCV
MGI:104730	Adam5	a disintegrin and metallopeptidase domain 5	tMDCII
MGI:2676316	Adam6a	a disintegrin and metallopeptidase domain 6A	Adam6
MGI:2444636	Adam6b	a disintegrin and metallopeptidase domain 6B	4930523C11Rik
MGI:107247	Adam7	a disintegrin and metallopeptidase domain 7	EAP1
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	CD156|CD156a|E430039A18Rik|MS2
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	MDC9|MDC9|Mltng|Mltng
MGI:1917650	Adamdec1	ADAM-like, decysin 1	Dcsn|2210414L24Rik
MGI:109249	Adamts1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	ADAM-TS1|METH-1|METH1|ADAMTS-1
MGI:2449112	Adamts10	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10	ZnMP
MGI:2685556	Adamts13	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13	LOC279028|vWF-CP mRNA for von Willebrand factor-cleaving
MGI:2179942	Adamts14	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14	Adamts-14|TS14
MGI:3588195	Adamts17	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17	AU023434
MGI:2442600	Adamts18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18	E130314N14Rik
MGI:2442875	Adamts19	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19	D230034E10Rik
MGI:1347356	Adamts2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2	hPCPNI|ADAM-TS2|procollagen N-proteinase|a disintegrin and metalloproteinase with thrombospondin repeats
MGI:2660628	Adamts20	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20	bt|ADAMTS-20
MGI:3045353	Adamts3	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3	1100001H14Rik|6330442E02Rik
MGI:1339949	Adamts4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4	ADAM-TS4|aggrecanase-1
MGI:1346321	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	ADAM-TS5|9530092O11Rik
MGI:1347348	Adamts6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6	b2b2029Clo|ADAM-TS6|b2b2228Clo|A930019D11Rik|b2b1879.1Clo|b2b2182Clo|b2b2187.1Clo
MGI:1347346	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	ADAM-TS7
MGI:1353468	Adamts8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8	METH-2|METH2
MGI:1916320	Adamts9	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9	1810011L16Rik|E030027K14Rik|8430403M15Rik
MGI:1924989	Adamtsl1	ADAMTS-like 1	punctin-1|6720426B09Rik|5930437A14Rik
MGI:1925044	Adamtsl2	ADAMTS-like 2	A930008K15Rik
MGI:3028499	Adamtsl3	ADAMTS-like 3	9230119C12Rik|punctin-2
MGI:2389008	Adamtsl4	ADAMTS-like 4	Tsrc1
MGI:1913798	Adamtsl5	ADAMTS-like 5	2010109H09Rik|Thsd6
MGI:2442201	Adap1	ArfGAP with dual PH domains 1	4930431P11Rik|centaurin alpha 1|Centa1
MGI:2663075	Adap2	ArfGAP with dual PH domains 2	Centa2|centaurin alpha 2
MGI:3650197	Adap2os	ArfGAP with dual PH domains 2, opposite strand	Gm11206
MGI:1889575	Adar	adenosine deaminase, RNA-specific	mZaADAR|Adar1p110|ADAR1|Adar1p150
MGI:891999	Adarb1	adenosine deaminase, RNA-specific, B1	ADAR2|D10Bwg0447e|1700057H01Rik|RED1
MGI:2151118	Adarb2	adenosine deaminase, RNA-specific, B2	Adar3|RED2
MGI:1353631	Adat1	adenosine deaminase, tRNA-specific 1	mADAT1
MGI:1914007	Adat2	adenosine deaminase, tRNA-specific 2	Deadc1|4933426M09Rik
MGI:1924344	Adat3	adenosine deaminase, tRNA-specific 3	A430024H01Rik
MGI:1919363	Adck1	aarF domain containing kinase 1	2610005A10Rik
MGI:99677	Adcy1	adenylate cyclase 1	I-AC|D11Bwg1392e|AC1
MGI:2660854	Adcy10	adenylate cyclase 10	soluble adenylyl cyclase|Sacy|4930431D04Rik|sAC
MGI:99675	Adcy3	adenylate cyclase 3	AC3
MGI:99673	Adcy5	adenylate cyclase 5	AC5
MGI:87917	Adcy6	adenylate cyclase 6	AC6
MGI:1341110	Adcy8	adenylate cyclase 8	AC8
MGI:108450	Adcy9	adenylate cyclase 9	D16Wsu65e|ACtp10
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	PACAP
MGI:108449	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1	PACAP1-R|PAC1R|PAC1|2900024I10Rik
MGI:87919	Add2	adducin 2 (beta)	2900072M03Rik
MGI:3605549	Adgb	androglobin	9130014G24Rik
MGI:1277167	Adgra1	adhesion G protein-coupled receptor A1	2900059M17Rik|Gpr123|D7Ertd680e
MGI:1925810	Adgra2	adhesion G protein-coupled receptor A2	9530074E10Rik|Gpr124|8430414O08Rik|Tem5
MGI:1917943	Adgra3	adhesion G protein-coupled receptor A3	3830613O22Rik|Tem5-like|Gpr125
MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	Bai1|B830018M07Rik
MGI:2451244	Adgrb2	adhesion G protein-coupled receptor B2	Bai2
MGI:2441837	Adgrb3	adhesion G protein-coupled receptor B3	A830096D10Rik|Bai3
MGI:3041203	Adgrd1	adhesion G protein-coupled receptor D1	E230012M21Rik|Gpr133
MGI:2685845	Adgrd2-ps	adhesion G protein-coupled receptor D2, pseudogene	Gpr144-ps|Gpr144
MGI:106912	Adgre1	adhesion G protein-coupled receptor E1	F4/80|EGF-TM7|DD7A5-7|Emr1|Ly71|TM7LN3
MGI:1196464	Adgre4	adhesion G protein-coupled receptor E4	Gpr127|Emr4|EGF-TM7|FIRE|D17Ertd479e
MGI:1347095	Adgre5	adhesion G protein-coupled receptor E5	EGF-TM7 receptor|Cd97
MGI:1924846	Adgrf1	adhesion G protein-coupled receptor F1	5031409J19Rik|Gpr110
MGI:2182728	Adgrf2	adhesion G protein-coupled receptor F2	PGR20|Gpr111
MGI:2685887	Adgrf3	adhesion G protein-coupled receptor F3	Gpr113|PGR23|LOC381628
MGI:1925499	Adgrf4	adhesion G protein-coupled receptor F4	Gpr115|4632435A09Rik
MGI:2182928	Adgrf5	adhesion G protein-coupled receptor F5	Gpr116|8430401C09Rik
MGI:1340051	Adgrg1	adhesion G protein-coupled receptor G1	Cyt28|Gpr56
MGI:2446854	Adgrg2	adhesion G protein-coupled receptor G2	Gpr64|Me6|B830041D06Rik
MGI:1859670	Adgrg3	adhesion G protein-coupled receptor G3	Gpr97|Pb99|A030001G24Rik
MGI:2685213	Adgrg4	adhesion G protein-coupled receptor G4	PGR17|Gpr112|LOC236798
MGI:2685955	Adgrg5	adhesion G protein-coupled receptor G5	LOC382045|PGR27|Gpr114
MGI:1916151	Adgrg6	adhesion G protein-coupled receptor G6	LOC215798|DREG|Gpr126|1190004A11Rik
MGI:2441732	Adgrg7	adhesion G protein-coupled receptor G7	Gpr128|9130020O16Rik
MGI:1929461	Adgrl1	adhesion G protein-coupled receptor L1	lectomedin-2|2900070I05Rik|Lphn1|Lec2
MGI:2139714	Adgrl2	adhesion G protein-coupled receptor L2	Lphh1|Lec1|Lphn2
MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	D130075K09Rik|Lphn3|5430402I23Rik|lectomedin 3|LEC3
MGI:2655562	Adgrl4	adhesion G protein-coupled receptor L4	Eltd1|Etl|EGF-TM7 receptor|1110033N21Rik
MGI:1274784	Adgrv1	adhesion G protein-coupled receptor V1	VLGR1|Mgr1|Mass1|Gpr98
MGI:87921	Adh1	alcohol dehydrogenase 1 (class I)	Adh-1|Adh-1-t|Adh1tl|Adh-1t|class I alcohol dehydrogenase|ADH-AA|Adh1-t|Adh-1e|Adh1-e
MGI:87923	Adh1-ps	alcohol dehydrogenase 1 (class I), pseudogene	Adh-1ps
MGI:1096321	Adh1-ps2	alcohol dehydrogenase 1 (class I), pseudogene 2	Adh1-ps1
MGI:1349472	Adh4	alcohol dehydrogenase 4 (class II), pi polypeptide	Adh2|mouse class II type ADH
MGI:87929	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	GSNOR|S-nitrosoglutathione reductase|Adh-5|Adh3
MGI:106674	Adh5-ps1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1	Adh1l|(w)Adh-2
MGI:1916367	Adh6a	alcohol dehydrogenase 6A (class V)	Adh5a|1810009C16Rik
MGI:2446626	Adh6b	alcohol dehydrogenase 6B (class V)	Adh5b
MGI:1918999	Adh6-ps1	alcohol dehydrogenase 6 (class V), pseudogene 1	Adh5ps
MGI:87926	Adh7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	IV ADH|Adh-3t|Adh-3|Adh3|Adh3-e|Adh3-t|Adh4|Adh-3e|Adt-1
MGI:1923437	Adhfe1	alcohol dehydrogenase, iron containing, 1	6330565B14Rik
MGI:2675492	Adig	adipogenin	SMAF1
MGI:5613369	Adip20	adiposity 20	Adip5
MGI:5613370	Adip21	adiposity 21	Adip5
MGI:5613371	Adip22	adiposity 22	Adip10
MGI:5613372	Adip23	adiposity 23	Adip11
MGI:5613373	Adip24	adiposity 24	Adip15
MGI:5613375	Adip25	adiposity 25	Adip17
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	Ad|adiponectin|adipo|Acdc|GBP28|Acrp30|APN|apM1
MGI:1919924	Adipor1	adiponectin receptor 1	2810031L11Rik
MGI:93830	Adipor2	adiponectin receptor 2	1110001I14Rik|D6Ucla1e
MGI:87930	Adk	adenosine kinase	AK|5033405D03Rik|2310026J05Rik
MGI:108058	Adm	adrenomedullin	AM
MGI:2675256	Adm2	adrenomedullin 2	IMD|intermedin
MGI:2448562	Adnp2	ADNP homeobox 2	8430420L05Rik|Zfp508
MGI:99401	Adora1	adenosine A1 receptor	AA1R|A1-AR|A1R|Ri|A1AR
MGI:99402	Adora2a	adenosine A2a receptor	AA2AR|A2aR|A2AAR|A2a, Rs
MGI:99403	Adora2b	adenosine A2b receptor	AA2BR|A2BR|A2b, Rs|A2BAR|A2b
MGI:104847	Adora3	adenosine A3 receptor	A3AR|1700001D09Rik|4930578J19Rik|AA3R|ARA3|A3R|Gpcr 2
MGI:1919391	Adpgk	ADP-dependent glucokinase	2610017G09Rik
MGI:1098234	Adprh	ADP-ribosylarginine hydrolase	Arh1
MGI:2442168	Adprhl1	ADP-ribosylhydrolase like 1	Arh2|D330008N11Rik
MGI:2140364	Adprhl2	ADP-ribosylhydrolase like 2	Arh3
MGI:1913608	Adprm	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	2310004I24Rik
MGI:104773	Adra1a	adrenergic receptor, alpha 1a	Adra1c
MGI:104774	Adra1b	adrenergic receptor, alpha 1b	alpha1B-adrenergic receptor
MGI:106673	Adra1d	adrenergic receptor, alpha 1d	alpha1D-AR|Adra1|Adra1a|Adra-1|Gpcr8
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	Adra-2a|alpha2A-adrenergic receptor|Adra-2|alpha2A|alpha2A-AR|alpha(2A)AR
MGI:87935	Adra2b	adrenergic receptor, alpha 2b	[a]2B|alpha2B|Adra-2b|a2b-AR
MGI:87936	Adra2c	adrenergic receptor, alpha 2c	Adra-2c|alpha2C|[a]2C|subtype alpha2-C4|alpha2-C4
MGI:87937	Adrb1	adrenergic receptor, beta 1	Adrb-1|beta 1-AR
MGI:87938	Adrb2	adrenergic receptor, beta 2	Gpcr7|beta 2-AR|Adrb-2|Badm|beta 2-adrenoceptor
MGI:87939	Adrb3	adrenergic receptor, beta 3	Beta-3 AR|Adrb-3|Beta-3 adrenoceptor|beta3-adrenergic receptor|beta 3-AR
MGI:1929289	Adrm1	adhesion regulating molecule 1	1110063P18Rik|ARM-1|Rpn13|2510006J17Rik|Gp110
MGI:87943	Ads1	anti dsDNA antibody 1	Ads-1
MGI:87944	Ads2	anti dsDNA antibody 2	Ads-2
MGI:87945	Ads3	anti dsDNA antibody 3	Ads-3
MGI:87946	Ads4	anti dsDNA antibody 4	Ads-4
MGI:87948	Adss	adenylosuccinate synthetase, non muscle	AS
MGI:87947	Adssl1	adenylosuccinate synthetase like 1	Adss
MGI:1924596	Adtrp	androgen dependent TFPI regulating protein	9530008L14Rik
MGI:1197012	Aebp1	AE binding protein 1	ACLP
MGI:1338038	Aebp2	AE binding protein 2	B230313N05Rik
MGI:87949	Aecp	vitamin A enhanced cleft palate	Acp
MGI:87950	Aem1	antierythrocyte autoantibody modifier 1	Aem-1
MGI:1915298	Aen	apoptosis enhancing nuclease	2700083B06Rik|Isg20l1
MGI:95806	Aes	amino-terminal enhancer of split	Grg|Grg5|AES
MGI:1354745	AF007000	EST AF007000	L57
MGI:2681166	AF067061	cDNA sequence AF067061	clone L4 variable group of 2-cell-stage gene family|clone L8 variable group of 2-cell-stage gene family
MGI:2687009	AF067063	cDNA sequence AF067063	clone L2|clone L5
MGI:1930299	AF313042	cDNA sequence AF313042	Msuit1|mouse specific ubiquitously imprinted transcript 1
MGI:3510328	AF357341	snoRNA AF357341	MBII-19
MGI:3843217	AF357355	snoRNA AF357355	MBII-343
