## FlyBase Gene Snapshot Report
## Generated: Fri Jan 27 16:03:04 2017
## Using datasource: dbi:Pg:dbname=fb_2017_01_reporting;host=flysql15;port=5432...
##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0266347	nAChRalpha4	nicotinic Acetylcholine Receptor alpha4		Nicotinic Acetylcholine Receptor alpha4 A is a four-pass transmembrane channel that is part of a nicotinic acetycholine receptor complex. It promotes sleep and its expression level peaks when sleep need is high. Its activity is inhibited by qvr.
FBgn0266346	CngB	Cyclic nucleotide-gated ion channel subunit B		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266801	CG45263	-		In progress.
FBgn0266284	Ns3	Nucleostemin 3		In progress.
FBgn0266282	jnj	java no jive		In progress.
FBgn0266268	FeCH	Ferrochelatase		In progress.
FBgn0266261	CG44956	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266259	CG44954	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266195	Tgs1	Trimethylguanosine synthase 1		In progress.
FBgn0266186	Vamp7	Vesicle-associated membrane protein 7		Vesicle-associated membrane protein 7 (Vamp7) is an R type SNARE protein. It mediates the fusion of autophagosomes with endosomes and lysosomes by forming a SNARE complex with Syx17 (Qa) and Snap29 (Qbc). Vamp7 localizes to endosomes in a Rab21 and Sbf dependent manner.
FBgn0266178	pre-mod(mdg4)-B	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266177	pre-mod(mdg4)-I	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266176	pre-mod(mdg4)-J	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266175	pre-mod(mdg4)-P	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266174	pre-mod(mdg4)-L	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266173	pre-mod(mdg4)-K	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266172	pre-mod(mdg4)-E	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266171	pre-mod(mdg4)-AB	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266170	pre-mod(mdg4)-C	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266163	CG44869	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266137	Dop1R2	Dopamine 1-like receptor 2		In progress.
FBgn0266136	Gyc76C	Guanylyl cyclase at 76C		Guanylyl cyclase at 76C (Gyc76C) is a membrane-associated guanylate cyclase that catalyzes the conversion of GTP to the second messenger cGMP. Gyc76C has roles in embryonic development (epithelia and muscle), axonal guidance, Malpighian tubule function, innate immunity and salt stress tolerance.
FBgn0266129	lov	jim lovell		In progress.
FBgn0266124	ghi	ghiberti		Ghiberti (Ghi) is a protein homologous to the mammalian small regulatory subunit of serine palmitoyltransferase. Mutations in Ghi affect the first steps of sphingolipids biosynthesis and disrupt meiotic cytokinesis of males.
FBgn0266111	ana3	anastral spindle 3		Anastral spindle 3 is a centriole and basal body localized protein that is required for the proper function of these organelles.
FBgn0266101	CG44838	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266100	CG44837	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266099	CG44836	-		In progress.
FBgn0266098	rg	rugose		In progress.
FBgn0266084	Fhos	Formin homology 2 domain containing		Formin homology 2 domain containing (Fhos) regulates actin-dependent remodeling of muscle cytoskeleton via induction of actin stress fibers, directs macrophage migration during cellular immune response, and is involved in autophagic programmed cell death.
FBgn0266083	ocm	over compensating males		In progress.
FBgn0266064	GlyS	Glycogen synthase		Glycogen synthase (GlyS) is a glycosyltransferase that catalyzes linkage of glucose monomers into glycogen. Regulation of GlyS activity by glucose 6-phosphate and phosphorylation helps control cellular glycogen levels.
FBgn0266557	kis	kismet		Kismet (Kis) is a chromodomain containing ATP-dependent transcription factor that controls gene expression through epigenetic mechanisms. Kis roles include developmental patterning of the embryo, cell proliferation, eye development, synaptic transmission, axonal pruning, and memory.
FBgn0266540	CG45101	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266539	CG45100	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266538	CG45099	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266534	CG45095	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266526	CG45093	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266525	CG45092	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266521	stai	stathmin		In progress.
FBgn0266518	Dpit47	DNA polymerase interacting tpr containing protein of 47kD		In progress.
FBgn0266492	SclB	Sarcolamban B		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266491	SclA	Sarcolamban A		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266490	CG45089	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266489	CG45088	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266488	CG45087	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266487	CG45086	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266486	CG45085	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266465	GckIII	Germinal centre kinase III		Germinal centre kinase III (GckIII) is a serine/threonine kinase of the STE20  superfamily. It is the sole Drosophila germinal center kinase type 3 family member. Loss of GckIII results in tube dilation defects that are specific to the terminal cells of the tracheal system.
FBgn0266464	Nsf2	N-ethylmaleimide-sensitive factor 2		N-ethylmaleimide-sensitive factor 2 (Nsf2) is a homohexameric AAA ATPase that  functions to recycle SNARE complex components subsequent to membrane fusion. In the tracheal system, Nsf2 is required for tube growth and connectivity within the terminal cell.
FBgn0266053	Patr-1	Protein associated with topo II related - 1		In progress.
FBgn0266050	CG44815	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266047	CG44812	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266019	rudhira	rudhira		In progress.
FBgn0265959	rdgC	retinal degeneration C		In progress.
FBgn0265935	coro	coro		In progress.
FBgn0265836	CG44625	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265835	CG44624	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265834	CG44623	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265833	CG44622	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265785	CG44574	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265784	CrebB	Cyclic-AMP response element binding protein B		In progress.
FBgn0265778	PDZ-GEF	PDZ domain-containing guanine nucleotide exchange factor		PDZ domain-containing guanine nucleotide exchange factor (PDZ-GEF) is a guanine nucleotide exchange factor that activates Rap1 by stimulating GTP-GDP exchange. PDZ-GEF roles include ventral furrow formation, border cell migration, macrophage migration, cell shape, epithelial migration and morphogenesis, eye development, ovary development, spermathecae formation, germline stem cell maintenance in the testis, adherens junction formation, and anchorage of stem cells to niche.
FBgn0265767	zyd	zydeco		Zydeco is a potassium-dependent sodium/calcium exchanger found in cortex glia. It is thought to serve as a key calcium export pathway to control calcium oscillations that occur in membrane microdomains of the glial cell.
FBgn0265762	CG44569	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265726	Nna1	Nna1 carboxypeptidase		Nna1 carboxypeptidase (Nna1) is a highly conserved cytoplasmic carboxypeptidase. Nna1 loss leads to neurodegeneration by causing mitochondrial dysfunction. It has been proposed to function as protein-deglutamylases, possibly interacting with and modifying tubulin.
FBgn0265725	CG44532	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265714	CG44521	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265670	CG44477	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265669	CG44476	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265668	CG44475	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265632	CG44439	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265631	CG44438	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265630	sno	strawberry notch		In progress.
FBgn0265629	CG44437	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265627	CG44435	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265626	CG44434	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265625	CG44433	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265623	Su(z)2	Suppressor of zeste 2		Suppressor of zeste 2 regulates gene expression by modifying epigenetic marks.  The gene is related to Psc and was orginally identified due to its ability to suppress transvection at z.
FBgn0265610	CG44428	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265608	CG44426	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265607	beat-IIIa	beat-IIIa		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265606	Prosalpha4T1	Proteasome alpha4 subunit, Testis-specific 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265605	Ric	Ras-related protein interacting with calmodulin		Ras-related protein interacting with calmodulin (Ric) is a Ras-like GTPase that influences p38 signaling. Ric functions to promote tolerance to a variety of stresses.
FBgn0265598	Bx	Beadex		Beadex (Bx) is a LIM-only protein that regulates activity of LIM-homeodomain proteins such as ap by binding to form hetero-tetramers (dimer of Bx:ap dimers). Bx regulates ap activity in the wing disc, and presumably other tissues.
FBgn0265597	rad	radish		In progress.
FBgn0265595	CG44422	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265579	CG44406	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265578	CG44405	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265576	CG44403	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265575	yin	yin		In progress.
FBgn0265574	Cdc5	Cell division cycle 5		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0266000	CG44774	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265998	Doa	Darkener of apricot		Darkener of apricot (Doa) is an essential Ser/Thr protein kinase. Doa substrates include SR proteins (RNA maturation) and Ef1gamma (microtubule-based organelle transport). Doa contributes to somatic sex determination (splicing of dsx transcript) and development of eye, wing, leg, oocyte and bristles.
FBgn0265991	Zasp52	Z band alternatively spliced PDZ-motif protein 52		Z band alternatively spliced PDZ-motif protein 52 (Zasp52) is a member of the Zasp protein family. Zasp52 is a scaffold protein that binds alpha-actinin and localizes to muscle attachment sites and Z-discs in muscle cells, as well as localizing cortically in non-muscle cells. It plays a role in muscle development, especially in myofibril assembly.
FBgn0265988	mv	mauve		In progress.
FBgn0265974	ttv	tout-velu		In progress.
FBgn0265968	Tfb5	Transcription factor B5		Transcription factor B5 is a subunit of the basal transcription and DNA repair factor TFIIH, which operates in transcription and DNA repair.
FBgn0265538	CG44388	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265535	CG44385	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265523	Smr	Smrter		In progress.
FBgn0265317	CG44290	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265313	CG44286	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265298	SC35	SR family splicing factor SC35		In progress.
FBgn0265297	pAbp	poly(A) binding protein		In progress.
FBgn0265296	Dscam2	Down syndrome cell adhesion molecule 2		Down syndrome cell adhesion molecule 2 (Dscam2) is a transmembrane protein. Its alternative splicing produces two biochemically distinct homophilic binding proteins expressed in different cells. Dscam2 can mediate both repulsion and adhesion between neurons and contributes to boundary formation, neurite targeting and synapse formation in the brain.
FBgn0265276	l(3)neo38	lethal (3) neo38		In progress.
FBgn0265274	Inx3	Innexin 3		Innexin 3 (Inx3) is a gap junction protein that can form heteromeric gap junction channels via interaction with Inx2. Loss of Inx3 leads to the destabilization of ogre, Inx2 and shg at the plasma membrane, suggesting that these four proteins form a complex.
FBgn0265272	CG30060	-		In progress.
FBgn0265271	CG14717	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265269	CG15425	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265268	CG18234	-		In progress.
FBgn0265267	CG18258	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265266	CG13639	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265265	CG32727	-		In progress.
FBgn0265264	CG17097	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265263	CG42688	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265262	Vha68-1	Vacuolar H[+] ATPase 68kD subunit 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265257	CG44271	-		In progress.
FBgn0265256	CG44270	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265201	CG44261	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265199	CG44259	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265197	CG44257	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265194	Trpm	Transient receptor potential cation channel, subfamily M		In progress.
FBgn0265193	Atf-2	Activating transcription factor-2		In progress.
FBgn0265192	Snp	Snipper		Snipper is a non-essential exonuclease in the DnaQ-H family.
FBgn0265191	Glycogenin	Glycogenin		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0265190	PIG-S	Phosphatidylinositol glycan anchor biosynthesis class S		Phosphatidylinositol glycan anchor biosynthesis, class S is a subunit of glycosylphosphatidylinositol (GPI) transamidase, which mediates GPI anchoring in the endoplasmic reticulum. GPI anchor attachment serves as a general mechanism for linking proteins to the cell surface membrane.
FBgn0265189	sud1	sudestada1		Sudestada1 (Sud1) is a prolyl hydroxylase that modifies a specific prolyl residue of the small ribosomal subunit protein RpS23. Lack of Sud1 affects growth, triggers the unfolded protein response, as well as apoptosis and autophagy.
FBgn0265188	CG44253	-		Insufficient genetic data for FlyBase to solicit a summary.
